# 36551,-0.21826647,-0.058506694,0.6592081,0.8358392,0.0,2125246.0,0.0,770.0,1.0,2040.0
Postal Code 	 x 	 y 	 iseecode 	 place 	 population 	 surface 	 altitude
79300	-0.17147213	0.7701815	79238	Saint-Aubin-du-Plain	554	14.2	153.0
27270	-0.1535826	0.80413353	27514	Saint-Aubin-du-Thenney	322	14.06	180.0
60650	-0.13685845	0.80834687	60567	Saint-Aubin-en-Bray	904	6.49	135.0
71430	-0.11733738	0.75375515	71388	Saint-Aubin-en-Charollais	384	19.77	270.0
76160	-0.14464523	0.8096946	76560	Saint-Aubin-Épinay	949	9.94	44.0
53120	-0.17032424	0.79742086	53199	Saint-Aubin-Fosse-Louvain	252	14.48	174.0
85210	-0.17971416	0.76440907	85199	Saint-Aubin-la-Plaine	304	11.68	45.0
76510	-0.14327708	0.81741065	76562	Saint-Aubin-le-Cauf	747	10.02	20.0
79450	-0.17094377	0.765215	79239	Saint-Aubin-le-Cloud	1796	42.04	180.0
37370	-0.15908618	0.78053635	37207	Saint-Aubin-le-Dépeint	329	15.11	90.0
27410	-0.15116051	0.8040118	27515	Saint-Aubin-le-Guichard	231	11.22	160.0
3160	-0.13169791	0.7563146	3218	Saint-Aubin-le-Monial	278	21.99	290.0
27300	-0.15218262	0.80441314	27516	Saint-Aubin-le-Vertueux	822	15.2	164.0
76410	-0.14682056	0.8079501	76561	Saint-Aubin-lès-Elbeuf	8296	5.76	16.0
58130	-0.12776345	0.7665857	58231	Saint-Aubin-les-Forges	403	26.65	225.0
80540	-0.13434839	0.81552327	80698	Saint-Aubin-Montenoy	209	10.41	130.0
80430	-0.13670449	0.8163068	80699	Saint-Aubin-Rivière	113	3.07	120.0
76430	-0.15384196	0.8131709	76563	Saint-Aubin-Routot	1118	6.81	100.0
60600	-0.13010953	0.80704665	60568	Saint-Aubin-sous-Erquery	335	6.49	70.0
55500	-0.09832922	0.7903725	55454	Saint-Aubin-sur-Aire	156	14.25	350.0
27600	-0.14378278	0.80466074	27517	Saint-Aubin-sur-Gaillon	1403	19.72	110.0
71140	-0.12274259	0.75579065	71389	Saint-Aubin-sur-Loire	323	10.99	232.0
14750	-0.1624651	0.81132	14562	Saint-Aubin-sur-Mer	1810	3.02	1.0
76740	-0.14660013	0.8183275	76564	Saint-Aubin-sur-Mer	280	6.39	20.0
27680	-0.15179513	0.8116982	27518	Saint-Aubin-sur-Quillebeuf	431	12.13	6.0
76550	-0.1444674	0.8176912	76565	Saint-Aubin-sur-Scie	1120	7.8	20.0
89300	-0.12394404	0.78123087	89335	Saint-Aubin-sur-Yonne	387	8.93	90.0
17570	-0.18321605	0.75055724	17311	Saint-Augustin	851	18.59	5.0
77515	-0.12559205	0.7953551	77400	Saint-Augustin	1413	10.3	130.0
19390	-0.14860685	0.7394594	19181	Saint-Augustin	405	30.23	560.0
49170	-0.17333364	0.78010255	49266	Saint-Augustin-des-Bois	826	27.48	64.0
19130	-0.15477833	0.7370588	19182	Saint-Aulaire	744	10.96	250.0
16300	-0.17130363	0.7438893	16301	Saint-Aulais-la-Chapelle	233	14.82	80.0
24410	-0.16987512	0.73924875	24376	Saint-Aulaye	1399	34.65	61.0
34130	-0.12698297	0.70475465	34240	Saint-Aunès	2825	12.62	40.0
32160	-0.17617533	0.7116017	32362	Saint-Aunix-Lengros	117	5.46	150.0
38960	-0.10213669	0.73262644	38362	Saint-Aupre	872	12.11	463.0
43380	-0.13080099	0.7313932	43169	Saint-Austremoine	58	11.61	620.0
87310	-0.15839078	0.7479021	87135	Saint-Auvent	837	33.46	260.0
85540	-0.18470432	0.7655495	85200	Saint-Avaugourd-des-Landes	656	20.9	70.0
56890	-0.19481334	0.7888226	56206	Saint-Avé	8303	26.24	51.0
31110	-0.1723439	0.69728005	31470	Saint-Aventin	95	17.66	940.0
37550	-0.15600972	0.7751584	37208	Saint-Avertin	14092	13.03	50.0
40090	-0.18107256	0.7190276	40250	Saint-Avit	538	40.83	66.0
47350	-0.17096454	0.7282431	47231	Saint-Avit	152	9.08	90.0
16210	-0.170706	0.74020875	16302	Saint-Avit	180	3.7	110.0
41170	-0.15164196	0.78726095	41202	Saint-Avit	121	14.52	210.0
81110	-0.15055238	0.70607823	81242	Saint-Avit	121	4.82	210.0
26330	-0.11110125	0.7301171	26293	Saint-Avit	242	9.04	350.0
63380	-0.1391164	0.74585664	63320	Saint-Avit	269	19.4	712.0
33220	-0.1712088	0.73261046	33377	Saint-Avit-de-Soulège	93	2.83	80.0
23200	-0.14186443	0.74714	23182	Saint-Avit-de-Tardes	171	14.39	560.0
24260	-0.16176836	0.7331662	24377	Saint-Avit-de-Vialard	118	8.86	180.0
32700	-0.16737445	0.71710277	32364	Saint-Avit-Frandat	85	7.68	180.0
23480	-0.14453655	0.7488825	23183	Saint-Avit-le-Pauvre	80	4.94	592.0
28120	-0.14698672	0.7896438	28326	Saint-Avit-les-Guespières	307	12.79	148.0
24540	-0.16218677	0.72987455	24378	Saint-Avit-Rivière	73	14.13	120.0
33220	-0.16947645	0.7329678	33378	Saint-Avit-Saint-Nazaire	1381	18.77	23.0
24440	-0.16293396	0.73039573	24379	Saint-Avit-Sénieur	403	23.39	171.0
57500	-0.08323325	0.79582465	57606	Saint-Avold	16922	35.6	300.0
73130	-0.09443088	0.73096955	73224	Saint-Avre	646	3.59	460.0
45130	-0.14268355	0.7816242	45269	Saint-Ay	2966	10.34	100.0
59163	-0.114520214	0.82320666	59530	Saint-Aybert	339	4.17	18.0
63500	-0.1304821	0.73971355	63321	Saint-Babel	754	19.51	540.0
73190	-0.0984687	0.7346382	73225	Saint-Baldoph	2843	6.14	340.0
2290	-0.12254262	0.80528957	2672	Saint-Bandry	238	6.23	70.0
39120	-0.10195648	0.76040286	39477	Saint-Baraing	181	6.35	200.0
87330	-0.15825276	0.7543474	87136	Saint-Barbant	370	42.62	207.0
23260	-0.14047928	0.7468146	23184	Saint-Bard	101	9.25	647.0
26260	-0.111278996	0.72819525	26294	Saint-Bardoux	541	10.7	266.0
22600	-0.19268921	0.79635537	22275	Saint-Barnabé	1341	23.23	140.0
40390	-0.19351602	0.7139739	40251	Saint-Barthélemy	236	5.7	18.0
56150	-0.1973948	0.7936379	56207	Saint-Barthélemy	1050	22.18	90.0
77320	-0.121762596	0.79536384	77402	Saint-Barthélemy	361	14.98	185.0
38270	-0.109416306	0.7325509	38363	Saint-Barthélemy	765	7.67	270.0
50140	-0.17091651	0.8014785	50450	Saint-Barthélemy	361	6.9	290.0
70270	-0.086916596	0.7723309	70459	Saint-Barthélemy	900	13.83	330.0
47350	-0.16911374	0.7270486	47232	Saint-Barthélemy-d'Agenais	491	15.38	90.0
49124	-0.16984761	0.779576	49267	Saint-Barthélemy-d'Anjou	9832	14.66	40.0
24700	-0.1693709	0.73693573	24380	Saint-Barthélemy-de-Bellegarde	464	33.33	120.0
24360	-0.16100998	0.74543536	24381	Saint-Barthélemy-de-Bussière	244	15.53	310.0
38220	-0.10092423	0.7262588	38364	Saint-Barthélemy-de-Séchilienne	530	12.31	460.0
26240	-0.11234889	0.72979534	26295	Saint-Barthélemy-de-Vals	1625	20.33	170.0
7270	-0.115782425	0.7265491	7216	Saint-Barthélemy-Grozon	469	19.74	560.0
7160	-0.11755969	0.7254456	7215	Saint-Barthélemy-le-Meil	222	7.43	520.0
7300	-0.11411399	0.7279815	7217	Saint-Barthélemy-le-Plain	663	19.08	430.0
42110	-0.11762349	0.74015266	42202	Saint-Barthélemy-Lestra	582	11.17	540.0
7270	-0.11649383	0.7265314	7218	Saint-Basile	279	18.28	680.0
88260	-0.09308433	0.78003496	88411	Saint-Baslemont	79	12.7	400.0
18160	-0.14025648	0.7631386	18199	Saint-Baudel	248	30.27	155.0
53100	-0.16869508	0.79382926	53200	Saint-Baudelle	1005	7.31	110.0
38118	-0.10542259	0.7398788	38365	Saint-Baudille-de-la-Tour	570	22.05	360.0
38710	-0.10214707	0.72183526	38366	Saint-Baudille-et-Pipet	232	35.9	840.0
37310	-0.15531588	0.77171844	37209	Saint-Bauld	167	4.19	96.0
54470	-0.09399507	0.79315895	54470	Saint-Baussant	59	9.08	230.0
9120	-0.15855956	0.69964606	9256	Saint-Bauzeil	56	4.48	400.0
30730	-0.12344064	0.70924085	30233	Saint-Bauzély	387	4.95	120.0
7210	-0.11584381	0.7215563	7219	Saint-Bauzile	183	7.08	320.0
48000	-0.13075435	0.7201166	48137	Saint-Bauzile	504	29.52	771.0
34230	-0.13230184	0.70512074	34241	Saint-Bauzille-de-la-Sylve	720	8.62	90.0
34160	-0.1268253	0.7070273	34242	Saint-Bauzille-de-Montmel	734	21.66	120.0
34190	-0.12928146	0.7095841	34243	Saint-Bauzille-de-Putois	1140	18.35	134.0
87150	-0.15988356	0.7468558	87137	Saint-Bazile	131	8.58	300.0
19320	-0.14786573	0.7346771	19183	Saint-Bazile-de-la-Roche	151	7.14	229.0
19500	-0.15103616	0.7332758	19184	Saint-Bazile-de-Meyssac	152	4.53	220.0
31440	-0.17018633	0.69878983	31471	Saint-Béat	364	7.39	561.0
12540	-0.13707605	0.71074134	12212	Saint-Beaulize	95	20.16	540.0
82150	-0.16299196	0.7228116	82157	Saint-Beauzeil	132	9.9	170.0
12620	-0.1382838	0.71559596	12213	Saint-Beauzély	525	30.95	640.0
81140	-0.1526439	0.71533084	81243	Saint-Beauzile	108	9.41	260.0
63360	-0.13128299	0.74428964	63322	Saint-Beauzire	1857	16.49	317.0
43100	-0.13168141	0.73422784	43170	Saint-Beauzire	271	23.74	680.0
30350	-0.12404485	0.7105946	30234	Saint-Bénézet	222	6.48	180.0
1190	-0.10850733	0.7516564	1337	Saint-Bénigne	817	16.58	211.0
59360	-0.11681701	0.8169116	59531	Saint-Benin	389	4.66	125.0
58270	-0.12589495	0.7637895	58232	Saint-Benin-d'Azy	1207	36.24	250.0
58330	-0.1253697	0.7658636	58233	Saint-Benin-des-Bois	171	19.56	309.0
85540	-0.18348397	0.7636928	85201	Saint-Benoist-sur-Mer	319	15.58	5.0
10160	-0.11965451	0.7847891	10335	Saint-Benoist-sur-Vanne	214	16.66	130.0
86280	-0.16309513	0.76195186	86214	Saint-Benoît	7008	13.6	77.0
1300	-0.1025929	0.7378701	1338	Saint-Benoît	582	21.55	210.0
11230	-0.15253381	0.6976146	11333	Saint-Benoît	106	21.49	450.0
4240	-0.09174754	0.7064469	4174	Saint-Benoît	112	20.89	700.0
14130	-0.15511693	0.80968195	14563	Saint-Benoît-d'Hébertot	293	7.11	135.0
81400	-0.14880727	0.715259	81244	Saint-Benoît-de-Carmaux	2265	4.55	288.0
27450	-0.15144716	0.8075076	27520	Saint-Benoît-des-Ombres	105	3.64	130.0
35114	-0.1812634	0.80246305	35255	Saint-Benoît-des-Ondes	799	2.89	8.0
36170	-0.15101416	0.7578893	36182	Saint-Benoît-du-Sault	766	1.78	200.0
26340	-0.10852997	0.72041154	26296	Saint-Benoit-en-Diois	31	11.24	390.0
88700	-0.08415412	0.782781	88412	Saint-Benoît-la-Chipotte	370	20.71	344.0
37500	-0.1611954	0.77350867	37210	Saint-Benoît-la-Forêt	766	35.73	91.0
45730	-0.13643798	0.77973664	45270	Saint-Benoît-sur-Loire	1876	20.4	111.0
10600	-0.11521794	0.78652465	10336	Saint-Benoît-sur-Seine	401	11.77	100.0
43300	-0.12781198	0.7293904	43171	Saint-Bérain	118	13.35	1000.0
71300	-0.11593715	0.7573034	71390	Saint-Berain-sous-Sanvignes	980	45.27	320.0
71510	-0.11201975	0.75886714	71391	Saint-Bérain-sur-Dheune	499	12.82	250.0
1600	-0.11237661	0.7434178	1339	Saint-Bernard	1282	3.17	180.0
21700	-0.106439546	0.7640663	21542	Saint-Bernard	291	3.67	220.0
68720	-0.07986933	0.7703025	68081	Saint-Bernard	472	6.02	285.0
38660	-0.09944547	0.7311152	38367	Saint-Bernard	468	21.4	920.0
73520	-0.10120697	0.73430854	73226	Saint-Béron	1220	8.56	320.0
53940	-0.17166461	0.79063845	53201	Saint-Berthevin	6873	32.08	100.0
53220	-0.1718332	0.7965888	53202	Saint-Berthevin-la-Tannière	384	17.8	210.0
31510	-0.17129768	0.7010125	31472	Saint-Bertrand-de-Comminges	237	11.35	500.0
72220	-0.16023526	0.7840402	72268	Saint-Biez-en-Belin	562	9.31	70.0
22800	-0.19476373	0.8011631	22276	Saint-Bihy	201	8.42	240.0
6670	-0.08553035	0.7033152	6117	Saint-Blaise	892	7.97	350.0
74350	-0.09584582	0.74362254	74228	Saint-Blaise	198	2.47	860.0
38140	-0.104052104	0.73247147	38368	Saint-Blaise-du-Buis	853	5.6	450.0
67420	-0.079159714	0.7830756	67424	Saint-Blaise-la-Roche	252	2.37	420.0
32140	-0.1694058	0.70625925	32365	Saint-Blancard	257	15.25	332.0
80960	-0.13829474	0.8210088	80700	Saint-Blimont	948	6.7	50.0
52700	-0.09954903	0.78282374	52444	Saint-Blin	388	22.53	291.0
64300	-0.1870009	0.7129369	64471	Saint-Boès	366	9.62	170.0
41330	-0.1489631	0.7788713	41203	Saint-Bohaire	361	13.82	90.0
71940	-0.11143572	0.7557986	71392	Saint-Boil	406	11.78	240.0
54290	-0.08748108	0.7843576	54471	Saint-Boingt	81	8.21	280.0
1300	-0.101914	0.7379108	1340	Saint-Bois	102	9.49	310.0
28330	-0.15233095	0.7892541	28327	Saint-Bomer	178	13.41	190.0
61700	-0.16744883	0.8000808	61369	Saint-Bômer-les-Forges	854	31.52	240.0
51310	-0.12095741	0.79278827	51473	Saint-Bon	64	7.99	183.0
73120	-0.09030627	0.73200566	73227	Saint-Bon-Tarentaise	1850	58.93	1100.0
16300	-0.17177784	0.74450755	16303	Saint-Bonnet	337	17.82	66.0
19150	-0.149103	0.7365781	19185	Saint-Bonnet-Avalouze	249	5.08	340.0
87260	-0.15211903	0.74506295	87138	Saint-Bonnet-Briance	486	30.17	380.0
87300	-0.15702108	0.7540707	87139	Saint-Bonnet-de-Bellac	517	34.72	200.0
38840	-0.108047046	0.7285025	38370	Saint-Bonnet-de-Chavagne	449	15.21	320.0
48100	-0.13337632	0.7210288	48138	Saint-Bonnet-de-Chirac	57	7.55	800.0
15190	-0.13747768	0.73516643	15173	Saint-Bonnet-de-Condat	177	17.41	900.0
71340	-0.118901074	0.74903107	71393	Saint-Bonnet-de-Cray	438	22.34	409.0
3390	-0.13332334	0.752777	3219	Saint-Bonnet-de-Four	221	18.71	384.0
71220	-0.11472692	0.75317633	71394	Saint-Bonnet-de-Joux	841	29.55	380.0
48600	-0.12727006	0.7254993	48139	Saint-Bonnet-de-Montauroux	128	21.52	840.0
69720	-0.1093993	0.73853236	69287	Saint-Bonnet-de-Mure	5597	16.66	233.0
3800	-0.13105474	0.7495179	3220	Saint-Bonnet-de-Rochefort	656	16.42	337.0
30460	-0.12726825	0.7117599	30236	Saint-Bonnet-de-Salendrinque	75	3.59	300.0
15140	-0.14185958	0.7337382	15174	Saint-Bonnet-de-Salers	330	32.8	880.0
26350	-0.10900141	0.72983575	26297	Saint-Bonnet-de-Valclérieux	202	8.25	405.0
71430	-0.11678027	0.7542111	71395	Saint-Bonnet-de-Vieille-Vigne	198	17.86	310.0
69790	-0.114846915	0.749482	69182	Saint-Bonnet-des-Bruyères	384	21.25	510.0
42310	-0.12264083	0.74806964	42203	Saint-Bonnet-des-Quarts	364	32.91	480.0
30210	-0.11908298	0.7088091	30235	Saint-Bonnet-du-Gard	579	6.82	50.0
19380	-0.14856744	0.73477125	19186	Saint-Bonnet-Elvert	166	18.34	525.0
71310	-0.10518901	0.7585407	71396	Saint-Bonnet-en-Bresse	418	17.65	185.0
5500	-0.09857337	0.7196547	5132	Saint-Bonnet-en-Champsaur	1466	15.04	1000.0
19410	-0.152761	0.73793703	19188	Saint-Bonnet-l'Enfantier	258	11.89	385.0
19130	-0.15460949	0.7382545	19187	Saint-Bonnet-la-Rivière	305	10.1	160.0
63630	-0.12715594	0.73639137	63323	Saint-Bonnet-le-Bourg	126	20.09	963.0
63630	-0.12680115	0.736621	63324	Saint-Bonnet-le-Chastel	252	23.39	880.0
42380	-0.121606186	0.73544747	42204	Saint-Bonnet-le-Château	1562	1.88	864.0
42940	-0.122567974	0.7397115	42205	Saint-Bonnet-le-Courreau	750	50.57	1012.0
43290	-0.11773924	0.7299832	43172	Saint-Bonnet-le-Froid	194	13.07	1120.0
69870	-0.115757085	0.74633986	69183	Saint-Bonnet-le-Troncy	273	15.46	700.0
63800	-0.13069172	0.7423411	63325	Saint-Bonnet-lès-Allier	203	1.53	380.0
42330	-0.118141584	0.73710924	42206	Saint-Bonnet-les-Oules	1257	12.35	500.0
19430	-0.1468971	0.7327531	19189	Saint-Bonnet-les-Tours-de-Merle	45	5.92	479.0
19200	-0.14139636	0.73975056	19190	Saint-Bonnet-près-Bort	165	16.97	692.0
63210	-0.1355038	0.74237764	63326	Saint-Bonnet-près-Orcival	382	14.93	820.0
63200	-0.13188465	0.7457944	63327	Saint-Bonnet-près-Riom	1487	7.04	370.0
17150	-0.17894602	0.74372184	17312	Saint-Bonnet-sur-Gironde	838	31.22	10.0
3360	-0.13499239	0.7591753	3221	Saint-Bonnet-Tronçais	783	28.26	221.0
58700	-0.12621798	0.7681785	58234	Saint-Bonnot	76	16.11	280.0
18300	-0.13112304	0.76964396	18200	Saint-Bouize	295	15.01	160.0
89630	-0.11780243	0.7702364	89336	Saint-Brancher	313	22.26	371.0
37320	-0.15593815	0.772668	37211	Saint-Branchs	2211	51.96	97.0
22800	-0.19359374	0.80109394	22277	Saint-Brandan	2240	25.46	200.0
34670	-0.12612174	0.7051173	34244	Saint-Brès	2477	4.77	20.0
32120	-0.16653286	0.71346205	32366	Saint-Brès	88	5.99	180.0
30500	-0.12263937	0.71543264	30237	Saint-Brès	533	11.23	200.0
70280	-0.08764819	0.7745142	70460	Saint-Bresson	408	26.74	431.0
30440	-0.13025106	0.7107441	30238	Saint-Bresson	52	8.54	520.0
46120	-0.14898217	0.72677773	46249	Saint-Bressou	129	10.14	540.0
44250	-0.18986908	0.7798238	44154	Saint-Brevin-les-Pins	9594	20.79	10.0
35800	-0.18441756	0.80316126	35256	Saint-Briac-sur-Mer	2054	8.07	19.0
16100	-0.17322515	0.74854296	16304	Saint-Brice	969	9.36	20.0
50300	-0.17486395	0.8025594	50451	Saint-Brice	115	2.53	53.0
53290	-0.16794193	0.7861659	53203	Saint-Brice	455	13.3	54.0
33540	-0.17491779	0.731261	33379	Saint-Brice	297	5.71	70.0
77160	-0.12276082	0.7910954	77403	Saint-Brice	719	11.63	120.0
61700	-0.16784738	0.7986428	61370	Saint-Brice	173	4.61	135.0
51370	-0.113631785	0.80209655	51474	Saint-Brice-Courcelles	3527	4.13	75.0
50730	-0.17368503	0.7993823	50452	Saint-Brice-de-Landelles	616	15.43	160.0
35460	-0.1765434	0.7977579	35257	Saint-Brice-en-Coglès	2395	16.6	110.0
95350	-0.13268772	0.8002025	95539	Saint-Brice-sous-Forêt	12540	6.01	87.0
61150	-0.1623484	0.799682	61371	Saint-Brice-sous-Rânes	155	9.6	210.0
87200	-0.15788624	0.7490939	87140	Saint-Brice-sur-Vienne	1396	20.84	190.0
22000	-0.19203061	0.8029714	22278	Saint-Brieuc	46087	19.47	100.0
56430	-0.18897569	0.794666	56208	Saint-Brieuc-de-Mauron	332	15.02	90.0
35630	-0.1824616	0.7968669	35258	Saint-Brieuc-des-Iffs	296	8.24	78.0
17770	-0.17553557	0.75039524	17313	Saint-Bris-des-Bois	391	9.02	50.0
89530	-0.12104312	0.7762759	89337	Saint-Bris-le-Vineux	1045	31.32	170.0
58230	-0.117041126	0.76742357	58235	Saint-Brisson	265	29.94	610.0
45500	-0.13254923	0.7762574	45271	Saint-Brisson-sur-Loire	1001	22.13	150.0
70100	-0.09786756	0.7681833	70461	Saint-Broing	141	10.2	200.0
21290	-0.10732513	0.77371436	21543	Saint-Broing-les-Moines	181	19.95	390.0
52190	-0.100508235	0.77350503	52445	Saint-Broingt-le-Bois	55	4.52	330.0
52190	-0.10228874	0.77337414	52446	Saint-Broingt-les-Fosses	152	12.54	370.0
35120	-0.17921166	0.80144835	35259	Saint-Broladre	1014	24.29	7.0
38620	-0.1018542	0.733961	38372	Saint-Bueil	628	3.93	380.0
72120	-0.15410897	0.7846922	72269	Saint-Calais	3785	22.83	100.0
53140	-0.16376749	0.79653317	53204	Saint-Calais-du-Désert	318	17.3	225.0
72600	-0.1579246	0.792343	72270	Saint-Calez-en-Saosnois	166	7.31	140.0
13760	-0.11029851	0.7023537	13091	Saint-Cannat	4634	37.13	200.0
18400	-0.1388767	0.76521677	18201	Saint-Caprais	491	14.57	150.0
32200	-0.16686386	0.7102245	32467	Saint-Caprais	102	7.89	230.0
46250	-0.15924117	0.7267919	46250	Saint-Caprais	79	9.12	240.0
3190	-0.13479327	0.7571855	3222	Saint-Caprais	92	20.08	360.0
33820	-0.17798549	0.74228686	33380	Saint-Caprais-de-Blaye	405	5.09	30.0
33880	-0.17823851	0.7328642	33381	Saint-Caprais-de-Bordeaux	2534	10.17	69.0
47270	-0.16554764	0.7209249	47234	Saint-Caprais-de-Lerm	476	13.63	92.0
24500	-0.16693263	0.72994864	24383	Saint-Capraise-d'Eymet	150	11.25	130.0
24150	-0.16468239	0.73191917	24382	Saint-Capraise-de-Lalinde	531	3.96	50.0
22600	-0.19412418	0.7976793	22279	Saint-Caradec	1144	22.05	102.0
56540	-0.20041926	0.79637086	56210	Saint-Caradec-Trégomel	444	16.16	173.0
22100	-0.18441707	0.799528	22280	Saint-Carné	811	8.57	100.0
22150	-0.19200374	0.800891	22281	Saint-Carreuc	1227	13.17	200.0
24540	-0.16285302	0.7288412	24384	Saint-Cassien	35	4.73	170.0
38500	-0.10364559	0.73212767	38373	Saint-Cassien	960	5.62	360.0
73160	-0.0991844	0.7347451	73228	Saint-Cassin	697	15.13	480.0
22380	-0.18585315	0.8035362	22282	Saint-Cast-le-Guildo	3187	22.9	11.0
64160	-0.18119906	0.7090261	64472	Saint-Castin	736	7.0	308.0
72110	-0.15707576	0.78882056	72271	Saint-Célerin	415	13.52	100.0
53150	-0.16881981	0.7910194	53205	Saint-Céneré	459	19.03	88.0
61250	-0.16174763	0.79427093	61372	Saint-Céneri-le-Gérei	122	3.85	121.0
18220	-0.13425523	0.7689826	18202	Saint-Céols	32	3.34	234.0
46400	-0.14952518	0.7296194	46251	Saint-Céré	3515	11.4	153.0
74140	-0.092724234	0.7463119	74229	Saint-Cergues	2513	12.52	560.0
46360	-0.15409385	0.72565055	46252	Saint-Cernin	167	16.31	380.0
15310	-0.14251779	0.7320454	15175	Saint-Cernin	1128	46.71	762.0
24550	-0.16069141	0.72762436	24386	Saint-Cernin-de-l'Herm	230	16.81	160.0
24560	-0.16594137	0.7307583	24385	Saint-Cernin-de-Labarde	241	11.51	100.0
19600	-0.1546378	0.73478323	19191	Saint-Cernin-de-Larche	456	9.29	105.0
17770	-0.17575428	0.75021076	17314	Saint-Césaire	888	10.52	31.0
30360	-0.12308916	0.71110785	30240	Saint-Césaire-de-Gauzignan	224	6.87	105.0
06780	-0.091420494	0.7008548	6118	Saint-Cézaire-sur-Siagne	2840	30.11	477.0
31330	-0.16124406	0.7125679	31473	Saint-Cézert	413	9.08	160.0
23130	-0.1422218	0.75095	23185	Saint-Chabrais	335	25.07	440.0
5330	-0.091551766	0.7231999	5133	Saint-Chaffrey	1569	25.7	1360.0
19380	-0.14871578	0.73420125	19192	Saint-Chamant	511	13.98	200.0
15140	-0.14220537	0.73256075	15176	Saint-Chamant	280	13.87	740.0
46310	-0.15530072	0.7273859	46253	Saint-Chamarand	169	13.08	243.0
13250	-0.11374114	0.70151526	13092	Saint-Chamas	6595	26.94	30.0
24260	-0.16127631	0.73184407	24388	Saint-Chamassy	443	15.42	175.0
42400	-0.1161452	0.7355909	42207	Saint-Chamond	37378	55.28	367.0
1300	-0.10065394	0.7390492	1341	Saint-Champ	132	5.17	340.0
30190	-0.12230598	0.70998514	30241	Saint-Chaptes	1184	12.98	71.0
14350	-0.16825272	0.8052633	14564	Saint-Charles-de-Percy	170	6.75	165.0
53170	-0.16904904	0.78741294	53206	Saint-Charles-la-Forêt	190	10.64	110.0
36400	-0.14350718	0.76031536	36184	Saint-Chartier	540	28.0	195.0
38890	-0.105403624	0.73713696	38374	Saint-Chef	2892	27.59	300.0
46160	-0.15159242	0.7241214	46254	Saint-Chels	139	18.1	394.0
48200	-0.13272664	0.726069	48140	Saint-Chély-d'Apcher	4316	28.19	975.0
12470	-0.13763697	0.72303325	12214	Saint-Chély-d'Aubrac	532	76.96	800.0
91530	-0.13650922	0.7929299	91540	Saint-Chéron	4444	11.52	100.0
51290	-0.10856427	0.7903893	51475	Saint-Chéron	80	9.11	130.0
34360	-0.14033206	0.7028375	34245	Saint-Chinian	1777	22.99	119.0
80200	-0.123967245	0.81405437	80701	Saint-Christ-Briost	408	7.86	55.0
32320	-0.1736409	0.7103015	32367	Saint-Christaud	90	10.87	280.0
31310	-0.16380784	0.7025306	31474	Saint-Christaud	229	10.81	372.0
42320	-0.11624287	0.7368646	42208	Saint-Christo-en-Jarez	1365	22.18	816.0
34400	-0.12537074	0.7060952	34246	Saint-Christol	1215	11.32	59.0
7160	-0.118294016	0.7252318	7220	Saint-Christol	92	14.78	612.0
84390	-0.10703187	0.70913047	84107	Saint-Christol	555	46.52	860.0
30760	-0.118698366	0.7147368	30242	Saint-Christol-de-Rodières	126	8.08	226.0
30380	-0.1246153	0.71229124	30243	Saint-Christol-lès-Alès	5492	20.24	140.0
33920	-0.17785284	0.7395237	33382	Saint-Christoly-de-Blaye	1771	28.2	39.0
33340	-0.18093142	0.7441126	33383	Saint-Christoly-Médoc	323	7.61	10.0
17220	-0.17966345	0.7579499	17315	Saint-Christophe	916	13.71	16.0
86230	-0.16153987	0.76823753	86217	Saint-Christophe	303	15.18	83.0
28200	-0.14635864	0.7869865	28329	Saint-Christophe	141	6.11	110.0
16420	-0.1587563	0.7514501	16306	Saint-Christophe	315	23.34	270.0
81190	-0.14955185	0.71715766	81245	Saint-Christophe	123	14.4	300.0
3120	-0.12576026	0.7491233	3223	Saint-Christophe	481	27.87	380.0
73360	-0.100782715	0.7333835	73229	Saint-Christophe	442	11.01	420.0
23000	-0.14638224	0.751109	23186	Saint-Christophe	132	7.87	500.0
69860	-0.1139932	0.74921656	69185	Saint-Christophe	233	14.58	530.0
2290	-0.12281868	0.8062295	2673	Saint-Christophe-à-Berry	347	7.85	60.0
43340	-0.12736875	0.72621727	43173	Saint-Christophe-d'Allier	140	19.29	960.0
61800	-0.16919638	0.802283	61374	Saint-Christophe-de-Chaulieu	96	6.43	305.0
33230	-0.17168792	0.7374737	33385	Saint-Christophe-de-Double	578	36.21	90.0
35140	-0.1776991	0.7967772	35261	Saint-Christophe-de-Valains	138	3.29	73.0
33330	-0.17396729	0.73460627	33384	Saint-Christophe-des-Bardes	515	7.75	80.0
35210	-0.17583166	0.79429895	35260	Saint-Christophe-des-Bois	475	9.28	129.0
10500	-0.1100241	0.787085	10337	Saint-Christophe-Dodinicourt	42	4.95	112.0
49280	-0.17657022	0.77305245	49269	Saint-Christophe-du-Bois	2501	21.81	103.0
50340	-0.17658252	0.8182474	50454	Saint-Christophe-du-Foc	276	3.61	70.0
72170	-0.16123533	0.7915119	72273	Saint-Christophe-du-Jambet	223	11.2	150.0
85670	-0.18681872	0.77155554	85204	Saint-Christophe-du-Ligneron	1630	42.28	48.0
53150	-0.16724278	0.7909277	53207	Saint-Christophe-du-Luat	553	19.37	100.0
36210	-0.1450752	0.770174	36185	Saint-Christophe-en-Bazelle	374	13.92	107.0
36400	-0.14168546	0.76053375	36186	Saint-Christophe-en-Boucherie	246	27.0	270.0
